Cyc#,Step,TestTime(s),StepTime(s),Capacity(Ah),Watt-hr,Current(A),Voltage(V),DPt Time,Temp 1,EV Temp
871,13,"5,593,289.48",  0d 00:12:25.06,620.8509,"2,277.76","2,999.9237",3.3046,1,32.50,0.0
871,13,"5,593,294.48",  0d 00:12:30.06,625.0176,"2,291.53","3,000.0000",3.3009,1,32.41,0.0
871,13,"5,593,299.48",  0d 00:12:35.06,629.1842,"2,305.27","2,999.9237",3.2979,1,32.42,0.0
871,13,"5,593,304.48",  0d 00:12:40.06,633.3508,"2,319.01","3,000.1526",3.2943,1,32.54,0.0
871,13,"5,593,309.48",  0d 00:12:45.06,637.5174,"2,332.73","2,999.9237",3.2910,1,32.58,0.0
871,13,"5,593,314.48",  0d 00:12:50.06,641.6841,"2,346.43","3,000.0763",3.2873,1,32.52,0.0
871,13,"5,593,319.48",  0d 00:12:55.06,645.8507,"2,360.12","3,000.0763",3.2841,1,32.44,0.0
871,13,"5,593,324.48",  0d 00:13:00.06,650.0173,"2,373.80","3,000.0763",3.2808,1,32.52,0.0
871,13,"5,593,329.48",  0d 00:13:05.06,654.1840,"2,387.46","3,000.0763",3.2773,1,32.63,0.0
871,13,"5,593,334.48",  0d 00:13:10.06,658.3506,"2,401.11","3,000.1526",3.2737,1,32.62,0.0
871,13,"5,593,339.48",  0d 00:13:15.06,662.5172,"2,414.74","3,000.0000",3.2704,1,32.54,0.0
871,13,"5,593,344.48",  0d 00:13:20.06,666.6838,"2,428.36","3,000.0763",3.2667,1,32.57,0.0
871,13,"5,593,349.48",  0d 00:13:25.06,670.8505,"2,441.97","2,999.9237",3.2635,1,32.67,0.0
871,13,"5,593,354.48",  0d 00:13:30.06,675.0171,"2,455.56","3,000.0763",3.2600,1,32.67,0.0
871,13,"5,593,359.48",  0d 00:13:35.06,679.1837,"2,469.13","2,999.8474",3.2564,1,32.57,0.0
871,13,"5,593,364.48",  0d 00:13:40.06,683.3503,"2,482.69","3,000.0000",3.2524,1,32.58,0.0
871,13,"5,593,369.48",  0d 00:13:45.06,687.5170,"2,496.24","2,999.9237",3.2492,1,32.68,0.0
871,13,"5,593,374.48",  0d 00:13:50.06,691.6836,"2,509.77","3,000.0000",3.2457,1,32.73,0.0
871,13,"5,593,379.48",  0d 00:13:55.06,695.8502,"2,523.28","3,000.0000",3.2420,1,32.67,0.0
871,13,"5,593,384.48",  0d 00:14:00.06,700.0168,"2,536.78","3,000.0763",3.2383,1,32.63,0.0
871,13,"5,593,389.48",  0d 00:14:05.06,704.1835,"2,550.27","3,000.1526",3.2350,1,32.76,0.0
871,13,"5,593,394.48",  0d 00:14:10.06,708.3501,"2,563.74","2,999.8474",3.2313,1,32.86,0.0
871,13,"5,593,399.48",  0d 00:14:15.06,712.5167,"2,577.20","2,999.8474",3.2277,1,32.83,0.0
871,13,"5,593,404.48",  0d 00:14:20.06,716.6834,"2,590.64","3,000.0000",3.2238,1,32.76,0.0
871,13,"5,593,409.48",  0d 00:14:25.06,720.8500,"2,604.06","3,000.0000",3.2200,1,32.81,0.0
871,13,"5,593,414.48",  0d 00:14:30.06,725.0166,"2,617.47","2,999.7711",3.2167,1,32.89,0.0
871,13,"5,593,419.48",  0d 00:14:35.06,729.1832,"2,630.86","3,000.0000",3.2126,1,32.89,0.0
871,13,"5,593,424.48",  0d 00:14:40.06,733.3499,"2,644.24","2,999.9237",3.2087,1,32.81,0.0
871,13,"5,593,429.48",  0d 00:14:45.06,737.5165,"2,657.60","3,000.0763",3.2051,1,32.81,0.0
871,13,"5,593,434.48",  0d 00:14:50.06,741.6831,"2,670.95","3,000.0000",3.2011,1,32.91,0.0
871,13,"5,593,439.48",  0d 00:14:55.06,745.8497,"2,684.28","2,999.9237",3.1970,1,32.96,0.0
871,13,"5,593,444.48",  0d 00:15:00.06,750.0164,"2,697.59","2,999.9237",3.1932,1,32.89,0.0
871,13,"5,593,449.48",  0d 00:15:05.06,754.1830,"2,710.89","2,999.9237",3.1891,1,32.83,0.0
871,13,"5,593,454.48",  0d 00:15:10.06,758.3496,"2,724.16","3,000.0000",3.1848,1,32.91,0.0
871,13,"5,593,459.48",  0d 00:15:15.06,762.5163,"2,737.43","3,000.0000",3.1804,1,33.02,0.0
871,13,"5,593,464.48",  0d 00:15:20.06,766.6829,"2,750.67","3,000.0763",3.1762,1,32.99,0.0
871,13,"5,593,469.48",  0d 00:15:25.06,770.8495,"2,763.89","2,999.8474",3.1720,1,32.92,0.0
871,13,"5,593,474.48",  0d 00:15:30.06,775.0161,"2,777.10","3,000.0763",3.1677,1,33.02,0.0
871,13,"5,593,479.48",  0d 00:15:35.06,779.1828,"2,790.29","3,000.0763",3.1631,1,33.08,0.0
871,13,"5,593,484.48",  0d 00:15:40.06,783.3494,"2,803.46","3,000.0763",3.1588,1,33.08,0.0
871,13,"5,593,489.48",  0d 00:15:45.06,787.5160,"2,816.61","3,000.0000",3.1538,1,32.99,0.0
871,13,"5,593,494.48",  0d 00:15:50.06,791.6826,"2,829.74","3,000.0763",3.1491,1,33.00,0.0
871,13,"5,593,499.48",  0d 00:15:55.06,795.8493,"2,842.85","2,999.9237",3.1440,1,33.12,0.0
871,13,"5,593,504.48",  0d 00:16:00.06,800.0159,"2,855.94","3,000.0000",3.1399,1,33.18,0.0
871,13,"5,593,509.48",  0d 00:16:05.06,804.1825,"2,869.02","2,999.8474",3.1349,1,33.12,0.0
871,13,"5,593,514.48",  0d 00:16:10.06,808.3492,"2,882.07","2,999.9237",3.1299,1,33.08,0.0
871,13,"5,593,519.48",  0d 00:16:15.06,812.5158,"2,895.10","3,000.0000",3.1247,1,33.17,0.0
871,13,"5,593,524.48",  0d 00:16:20.06,816.6824,"2,908.10","3,000.0763",3.1198,1,33.25,0.0
871,13,"5,593,529.48",  0d 00:16:25.06,820.8490,"2,921.09","2,999.9237",3.1141,1,33.21,0.0
871,13,"5,593,534.48",  0d 00:16:30.06,825.0157,"2,934.06","3,000.0000",3.1089,1,33.15,0.0
871,13,"5,593,539.48",  0d 00:16:35.06,829.1823,"2,947.00","2,999.9237",3.1033,1,33.25,0.0
871,13,"5,593,544.48",  0d 00:16:40.06,833.3489,"2,959.92","3,000.0763",3.0980,1,33.36,0.0
871,13,"5,593,549.48",  0d 00:16:45.06,837.5155,"2,972.81","3,000.0000",3.0922,1,33.36,0.0
871,13,"5,593,554.48",  0d 00:16:50.06,841.6822,"2,985.68","3,000.0763",3.0864,1,33.29,0.0
871,13,"5,593,559.48",  0d 00:16:55.06,845.8488,"2,998.53","3,000.0000",3.0804,1,33.31,0.0
871,13,"5,593,564.48",  0d 00:17:00.06,850.0154,"3,011.35","3,000.1526",3.0743,1,33.42,0.0
871,13,"5,593,569.48",  0d 00:17:05.06,854.1821,"3,024.15","3,000.0000",3.0681,1,33.47,0.0
871,13,"5,593,574.48",  0d 00:17:10.06,858.3487,"3,036.92","3,000.0763",3.0621,1,33.42,0.0
871,13,"5,593,579.48",  0d 00:17:15.06,862.5153,"3,049.67","2,999.9237",3.0558,1,33.42,0.0
871,13,"5,593,584.48",  0d 00:17:20.06,866.6819,"3,062.39","2,999.9237",3.0491,1,33.54,0.0
871,13,"5,593,589.48",  0d 00:17:25.06,870.8486,"3,075.08","3,000.0000",3.0429,1,33.63,0.0
871,13,"5,593,594.48",  0d 00:17:30.06,875.0152,"3,087.74","3,000.0000",3.0363,1,33.60,0.0
871,13,"5,593,599.48",  0d 00:17:35.06,879.1818,"3,100.38","2,999.9237",3.0291,1,33.54,0.0
871,13,"5,593,604.48",  0d 00:17:40.06,883.3484,"3,112.98","3,000.1526",3.0223,1,33.62,0.0
871,13,"5,593,609.48",  0d 00:17:45.06,887.5151,"3,125.56","3,000.0000",3.0153,1,33.73,0.0
871,13,"5,593,614.48",  0d 00:17:50.06,891.6817,"3,138.11","3,000.0000",3.0078,1,33.75,0.0
871,13,"5,593,619.48",  0d 00:17:55.06,895.8483,"3,150.62","2,999.9237",3.0002,1,33.68,0.0
871,13,"5,593,624.48",  0d 00:18:00.06,900.0150,"3,163.11","3,000.0000",2.9925,1,33.73,0.0
871,13,"5,593,629.48",  0d 00:18:05.06,904.1816,"3,175.56","3,000.0000",2.9850,1,33.86,0.0
871,13,"5,593,634.48",  0d 00:18:10.06,908.3482,"3,187.98","2,999.7711",2.9770,1,33.91,0.0
871,13,"5,593,639.48",  0d 00:18:15.06,912.5148,"3,200.37","2,999.9237",2.9689,1,33.86,0.0
871,13,"5,593,644.48",  0d 00:18:20.06,916.6815,"3,212.72","3,000.0000",2.9606,1,33.86,0.0
871,13,"5,593,649.48",  0d 00:18:25.06,920.8481,"3,225.04","3,000.0000",2.9522,1,33.97,0.0
871,13,"5,593,654.48",  0d 00:18:30.06,925.0147,"3,237.32","2,999.9237",2.9440,1,34.09,0.0
871,13,"5,593,659.48",  0d 00:18:35.06,929.1813,"3,249.57","2,999.9237",2.9347,1,34.07,0.0
871,13,"5,593,664.48",  0d 00:18:40.06,933.3480,"3,261.78","3,000.0763",2.9258,1,34.05,0.0
871,13,"5,593,669.48",  0d 00:18:45.06,937.5146,"3,273.95","2,999.9237",2.9170,1,34.13,0.0
871,13,"5,593,674.48",  0d 00:18:50.06,941.6812,"3,286.09","3,000.0763",2.9077,1,34.26,0.0
871,13,"5,593,679.48",  0d 00:18:55.06,945.8478,"3,298.18","3,000.0000",2.8979,1,34.28,0.0
871,13,"5,593,684.48",  0d 00:19:00.06,950.0145,"3,310.23","2,999.9237",2.8883,1,34.21,0.0
871,13,"5,593,689.48",  0d 00:19:05.06,954.1811,"3,322.25","2,999.8474",2.8784,1,34.28,0.0
871,13,"5,593,694.48",  0d 00:19:10.06,958.3477,"3,334.22","2,999.8474",2.8685,1,34.46,0.0
871,13,"5,593,699.48",  0d 00:19:15.06,962.5144,"3,346.15","3,000.0763",2.8582,1,34.54,0.0
871,13,"5,593,704.48",  0d 00:19:20.06,966.6810,"3,358.04","3,000.0000",2.8479,1,34.49,0.0
871,13,"5,593,709.48",  0d 00:19:25.06,970.8476,"3,369.88","3,000.0000",2.8369,1,34.47,0.0
871,13,"5,593,714.48",  0d 00:19:30.06,975.0142,"3,381.68","2,999.9237",2.8262,1,34.62,0.0
871,13,"5,593,719.48",  0d 00:19:35.06,979.1809,"3,393.43","2,999.9237",2.8151,1,34.71,0.0
871,13,"5,593,724.48",  0d 00:19:40.06,983.3475,"3,405.13","2,999.9237",2.8032,1,34.71,0.0
871,13,"5,593,729.48",  0d 00:19:45.06,987.5141,"3,416.79","2,999.8474",2.7916,1,34.71,0.0
871,13,"5,593,734.48",  0d 00:19:50.06,991.6807,"3,428.40","2,999.9237",2.7798,1,34.83,0.0
871,13,"5,593,739.48",  0d 00:19:55.06,995.8474,"3,439.95","3,000.0763",2.7679,1,34.97,0.0
871,13,"5,593,744.48",  0d 00:20:00.06,"1,000.0140","3,451.46","3,000.0763",2.7556,1,35.02,0.0
871,13,"5,593,749.48",  0d 00:20:05.06,"1,004.1806","3,462.91","2,999.8474",2.7426,1,34.97,0.0
871,13,"5,593,754.48",  0d 00:20:10.06,"1,008.3473","3,474.31","3,000.0763",2.7292,1,35.04,0.0
871,13,"5,593,759.48",  0d 00:20:15.06,"1,012.5139","3,485.66","2,999.6948",2.7162,1,35.20,0.0
871,13,"5,593,764.48",  0d 00:20:20.06,"1,016.6805","3,496.95","3,000.0763",2.7024,1,35.28,0.0
871,13,"5,593,769.48",  0d 00:20:25.06,"1,020.8471","3,508.18","2,999.9237",2.6883,1,35.26,0.0
871,13,"5,593,774.48",  0d 00:20:30.06,"1,025.0138","3,519.35","2,999.9237",2.6739,1,35.30,0.0
871,13,"5,593,779.48",  0d 00:20:35.06,"1,029.1804","3,530.46","3,000.0763",2.6594,1,35.46,0.0
871,13,"5,593,784.48",  0d 00:20:40.06,"1,033.3470","3,541.51","3,000.0000",2.6449,1,35.59,0.0
871,13,"5,593,789.48",  0d 00:20:45.06,"1,037.5136","3,552.50","2,999.9237",2.6300,1,35.60,0.0
871,13,"5,593,794.48",  0d 00:20:50.06,"1,041.6803","3,563.42","2,999.9237",2.6162,1,35.60,0.0
871,13,"5,593,799.48",  0d 00:20:55.06,"1,045.8469","3,574.30","2,999.7711",2.6071,1,35.75,0.0
871,13,"5,593,804.48",  0d 00:21:00.06,"1,050.0135","3,585.16","3,000.0000",2.6023,1,35.89,0.0
871,13,"5,593,809.48",  0d 00:21:05.06,"1,054.1801","3,595.99","3,000.0763",2.5985,1,35.94,0.0
871,13,"5,593,814.48",  0d 00:21:10.06,"1,058.3468","3,606.81","3,000.1526",2.5946,1,35.91,0.0
871,13,"5,593,819.48",  0d 00:21:15.06,"1,062.5134","3,617.61","2,999.9237",2.5903,1,35.97,0.0
871,13,"5,593,824.48",  0d 00:21:20.06,"1,066.6800","3,628.39","2,999.9237",2.5865,1,36.15,0.0
871,13,"5,593,829.48",  0d 00:21:25.06,"1,070.8467","3,639.16","3,000.0000",2.5824,1,36.22,0.0
871,13,"5,593,834.48",  0d 00:21:30.06,"1,075.0133","3,649.91","2,999.9237",2.5781,1,36.18,0.0
871,13,"5,593,839.48",  0d 00:21:35.06,"1,079.1799","3,660.65","2,999.8474",2.5737,1,36.20,0.0
871,13,"5,593,844.48",  0d 00:21:40.06,"1,083.3465","3,671.36","2,999.8474",2.5694,1,36.34,0.0
871,13,"5,593,849.48",  0d 00:21:45.06,"1,087.5132","3,682.06","2,999.9237",2.5650,1,36.44,0.0
871,13,"5,593,854.48",  0d 00:21:50.06,"1,091.6798","3,692.73","3,000.0000",2.5599,1,36.38,0.0
871,13,"5,593,859.48",  0d 00:21:55.06,"1,095.8464","3,703.39","2,999.8474",2.5546,1,36.33,0.0
871,13,"5,593,864.48",  0d 00:22:00.06,"1,100.0130","3,714.02","3,000.0763",2.5497,1,36.44,0.0
871,13,"5,593,869.48",  0d 00:22:05.06,"1,104.1797","3,724.63","2,999.9237",2.5441,1,36.54,0.0
871,13,"5,593,874.48",  0d 00:22:10.06,"1,108.3463","3,735.22","2,999.8474",2.5384,1,36.52,0.0
871,13,"5,593,879.48",  0d 00:22:15.06,"1,112.5129","3,745.78","3,000.0000",2.5320,1,36.44,0.0
871,13,"5,593,884.48",  0d 00:22:20.06,"1,116.6796","3,756.32","3,000.0763",2.5257,1,36.47,0.0
871,13,"5,593,889.48",  0d 00:22:25.06,"1,120.8462","3,766.83","3,000.0000",2.5190,1,36.59,0.0
871,13,"5,593,894.48",  0d 00:22:30.06,"1,125.0128","3,777.31","3,000.0000",2.5119,1,36.62,0.0
871,13,"5,593,899.48",  0d 00:22:35.06,"1,129.1794","3,787.76","2,999.8474",2.5042,1,36.52,0.0
871,13,"5,593,904.48",  0d 00:22:40.06,"1,133.3397","3,798.16","2,971.4656",2.4980,1,36.51,0.0
871,13,"5,593,909.48",  0d 00:22:45.06,"1,137.4086","3,808.33","2,887.2358",2.4978,1,36.60,0.0
871,13,"5,593,914.48",  0d 00:22:50.06,"1,141.3612","3,818.20","2,804.9897",2.4978,1,36.65,0.0
871,13,"5,593,919.48",  0d 00:22:55.06,"1,145.1992","3,827.79","2,721.3703",2.4980,1,36.59,0.0
871,13,"5,593,924.48",  0d 00:23:00.06,"1,148.9262","3,837.10","2,644.0833",2.4978,1,36.51,0.0
871,13,"5,593,929.48",  0d 00:23:05.06,"1,152.5456","3,846.14","2,569.5430",2.4980,1,36.57,0.0
871,13,"5,593,934.48",  0d 00:23:10.06,"1,156.0644","3,854.93","2,496.6812",2.4980,1,36.65,0.0
871,13,"5,593,939.48",  0d 00:23:15.06,"1,159.4844","3,863.47","2,426.6423",2.4978,1,36.59,0.0
871,13,"5,593,944.48",  0d 00:23:20.06,"1,162.8060","3,871.77","2,356.1456",2.4980,1,36.46,0.0
871,13,"5,593,949.48",  0d 00:23:25.06,"1,166.0314","3,879.83","2,289.2348",2.4980,1,36.46,0.0
871,13,"5,593,954.48",  0d 00:23:30.06,"1,169.1646","3,887.65","2,224.0787",2.4981,1,36.51,0.0
871,13,"5,593,959.48",  0d 00:23:35.06,"1,172.2058","3,895.25","2,155.4894",2.4981,1,36.47,0.0
871,13,"5,593,964.48",  0d 00:23:40.06,"1,175.1556","3,902.62","2,091.4778",2.4980,1,36.34,0.0
871,13,"5,593,969.48",  0d 00:23:45.06,"1,178.0142","3,909.76","2,024.8722",2.4980,1,36.28,0.0
871,13,"5,593,974.48",  0d 00:23:50.06,"1,180.7823","3,916.67","1,960.9369",2.4980,1,36.31,0.0
871,13,"5,593,979.48",  0d 00:23:55.06,"1,183.4616","3,923.37","1,898.0697",2.4980,1,36.33,0.0
871,13,"5,593,984.48",  0d 00:24:00.06,"1,186.0519","3,929.84","1,832.1508",2.4980,1,36.22,0.0
871,13,"5,593,989.48",  0d 00:24:05.06,"1,188.5514","3,936.08","1,767.5288",2.4981,1,36.09,0.0
871,13,"5,593,994.48",  0d 00:24:10.06,"1,190.9632","3,942.10","1,706.2638",2.4980,1,36.12,0.0
871,13,"5,593,999.48",  0d 00:24:15.06,"1,193.2884","3,947.91","1,643.2441",2.4980,1,36.15,0.0
871,13,"5,594,004.48",  0d 00:24:20.06,"1,195.5281","3,953.51","1,581.4450",2.4978,1,36.05,0.0
871,13,"5,594,009.48",  0d 00:24:25.06,"1,197.6820","3,958.89","1,521.3245",2.4980,1,35.89,0.0
871,13,"5,594,014.48",  0d 00:24:30.06,"1,199.7529","3,964.06","1,461.8906",2.4978,1,35.84,0.0
871,13,"5,594,019.48",  0d 00:24:35.06,"1,201.7431","3,969.03","1,404.0589",2.4981,1,35.88,0.0
871,13,"5,594,024.48",  0d 00:24:40.06,"1,203.6548","3,973.81","1,349.1264",2.4981,1,35.83,0.0
871,13,"5,594,029.48",  0d 00:24:45.06,"1,205.4894","3,978.39","1,294.1939",2.4980,1,35.67,0.0
871,13,"5,594,034.48",  0d 00:24:50.06,"1,207.2484","3,982.78","1,239.7192",2.4981,1,35.57,0.0
871,13,"5,594,039.48",  0d 00:24:55.06,"1,208.9354","3,987.00","1,190.0511",2.4978,1,35.60,0.0
871,13,"5,594,044.48",  0d 00:25:00.06,"1,210.5527","3,991.04","1,140.8408",2.4981,1,35.59,0.0
871,13,"5,594,049.48",  0d 00:25:05.06,"1,212.1008","3,994.91","1,090.0282",2.4981,1,35.42,0.0
871,13,"5,594,054.48",  0d 00:25:10.06,"1,213.5832","3,998.61","1,043.8697",2.4981,1,35.26,0.0
871,13,"5,594,059.48",  0d 00:25:15.06,"1,215.0013","4,002.15",998.9319,2.4981,1,35.28,0.0
871,13,"5,594,064.48",  0d 00:25:20.06,"1,216.3583","4,005.54",955.5200,2.4980,1,35.26,0.0
871,13,"5,594,069.48",  0d 00:25:25.06,"1,217.6555","4,008.78",912.9473,2.4983,1,35.17,0.0
871,13,"5,594,074.48",  0d 00:25:30.06,"1,218.8943","4,011.88",871.6716,2.4980,1,34.97,0.0
871,13,"5,594,079.48",  0d 00:25:35.06,"1,220.0760","4,014.83",830.7774,2.4983,1,34.94,0.0
871,13,"5,594,084.48",  0d 00:25:40.06,"1,221.2034","4,017.65",792.5536,2.4984,1,34.94,0.0
871,13,"5,594,089.48",  0d 00:25:45.06,"1,222.2778","4,020.33",754.4060,2.4986,1,34.84,0.0
871,13,"5,594,094.48",  0d 00:25:50.06,"1,223.2993","4,022.88",716.4111,2.4990,1,34.65,0.0
871,13,"5,594,099.48",  0d 00:25:55.06,"1,224.2691","4,025.31",680.9339,2.4994,1,34.55,0.0
871,13,"5,594,104.48",  0d 00:26:00.06,"1,225.1923","4,027.61",648.9662,2.4997,1,34.57,0.0
871,13,"5,594,109.48",  0d 00:26:05.06,"1,226.0703","4,029.81",615.8541,2.4995,1,34.50,0.0
871,13,"5,594,114.48",  0d 00:26:10.06,"1,226.9041","4,031.89",584.3442,2.4997,1,34.36,0.0
871,13,"5,594,119.48",  0d 00:26:15.06,"1,227.6953","4,033.87",554.3603,2.4997,1,34.21,0.0
871,13,"5,594,124.48",  0d 00:26:20.06,"1,228.4456","4,035.75",525.5970,2.4997,1,34.18,0.0
871,13,"5,594,129.48",  0d 00:26:25.06,"1,229.1571","4,037.52",498.8174,2.5000,1,34.17,0.0
871,13,"5,594,134.48",  0d 00:26:30.06,"1,229.8308","4,039.21",472.1904,2.4997,1,34.05,0.0
871,13,"5,594,139.48",  0d 00:26:35.06,"1,230.4685","4,040.80",445.7160,2.4997,1,33.86,0.0
871,13,"5,594,144.48",  0d 00:26:40.06,"1,231.0716","4,042.31",422.0645,2.4997,1,33.83,0.0
871,13,"5,594,149.48",  0d 00:26:45.06,"1,231.6416","4,043.73",398.8708,2.4998,1,33.84,0.0
871,13,"5,594,154.48",  0d 00:26:50.06,"1,232.1802","4,045.08",376.9741,2.5000,1,33.75,0.0
871,13,"5,594,159.48",  0d 00:26:55.06,"1,232.6884","4,046.35",355.7641,2.5000,1,33.57,0.0
871,13,"5,594,164.48",  0d 00:27:00.06,"1,233.1678","4,047.55",334.6304,2.5000,1,33.47,0.0
871,13,"5,594,169.48",  0d 00:27:05.06,"1,233.6194","4,048.68",315.1751,2.4997,1,33.49,0.0
871,13,"5,594,174.48",  0d 00:27:10.06,"1,234.0452","4,049.74",297.4746,2.4998,1,33.44,0.0
871,13,"5,594,179.48",  0d 00:27:15.06,"1,234.4461","4,050.75",279.6979,2.4998,1,33.28,0.0
871,13,"5,594,184.48",  0d 00:27:20.06,"1,234.8231","4,051.69",262.5315,2.4997,1,33.12,0.0
871,13,"5,594,189.48",  0d 00:27:25.06,"1,235.1773","4,052.57",246.6621,2.4997,1,33.15,0.0
871,13,"5,594,194.48",  0d 00:27:30.06,"1,235.5106","4,053.41",232.8527,2.4998,1,33.13,0.0
871,13,"5,594,199.48",  0d 00:27:35.06,"1,235.8238","4,054.19",218.2803,2.4998,1,33.02,0.0
871,13,"5,594,204.48",  0d 00:27:40.06,"1,236.1178","4,054.92",204.6235,2.4998,1,32.86,0.0
871,13,"5,594,209.48",  0d 00:27:45.06,"1,236.3935","4,055.61",192.5689,2.4995,1,32.83,0.0
871,13,"5,594,214.48",  0d 00:27:50.06,"1,236.6526","4,056.26",180.7431,2.4997,1,32.84,0.0
871,13,"5,594,219.48",  0d 00:27:55.06,"1,236.8956","4,056.87",169.8329,2.4997,1,32.78,0.0
871,13,"5,594,224.48",  0d 00:28:00.06,"1,237.1235","4,057.44",158.0072,2.4998,1,32.62,0.0
871,13,"5,594,229.48",  0d 00:28:05.06,"1,237.3370","4,057.97",148.6229,2.5000,1,32.55,0.0
871,13,"5,594,234.48",  0d 00:28:10.06,"1,237.5373","4,058.47",140.0778,2.4998,1,32.58,0.0
871,13,"5,594,239.48",  0d 00:28:15.06,"1,237.7252","4,058.94",131.7617,2.4997,1,32.55,0.0
871,13,"5,594,244.48",  0d 00:28:20.06,"1,237.9013","4,059.38",122.6062,2.4998,1,32.39,0.0
871,13,"5,594,249.48",  0d 00:28:25.06,"1,238.0660","4,059.79",115.5108,2.4998,1,32.28,0.0
871,13,"5,594,254.48",  0d 00:28:30.06,"1,238.2208","4,060.18",107.8050,2.4997,1,32.31,0.0
871,13,"5,594,259.48",  0d 00:28:35.06,"1,238.3658","4,060.54",100.9384,2.5000,1,32.31,0.0
871,13,"5,594,264.48",  0d 00:28:40.06,"1,238.5023","4,060.88",95.6741,2.4998,1,32.20,0.0
871,13,"5,594,269.48",  0d 00:28:45.06,"1,238.6304","4,061.21",89.7993,2.5000,1,32.07,0.0
871,13,"5,594,274.48",  0d 00:28:50.06,"1,238.7508","4,061.51",84.1535,2.4998,1,32.07,0.0
871,13,"5,594,279.48",  0d 00:28:55.06,"1,238.8642","4,061.79",79.2706,2.4998,1,32.10,0.0
871,13,"5,594,284.48",  0d 00:29:00.06,"1,238.9712","4,062.06",75.2270,2.4998,1,32.00,0.0
871,13,"5,594,289.48",  0d 00:29:05.06,"1,239.0722","4,062.31",70.8019,2.4998,1,31.84,0.0
871,13,"5,594,294.48",  0d 00:29:10.06,"1,239.1680","4,062.55",66.6819,2.5000,1,31.83,0.0
871,13,"5,594,299.48",  0d 00:29:15.06,"1,239.2587","4,062.78",63.6301,2.5000,1,31.87,0.0
871,13,"5,594,304.48",  0d 00:29:20.06,"1,239.3450","4,062.99",60.4257,2.5000,1,31.86,0.0
871,13,"5,594,309.48",  0d 00:29:25.06,"1,239.4271","4,063.20",58.2132,2.5000,1,31.71,0.0
871,13,"5,594,314.48",  0d 00:29:30.06,"1,239.5053","4,063.39",54.4747,2.5000,1,31.62,0.0
871,13,"5,594,319.48",  0d 00:29:35.06,"1,239.5802","4,063.58",53.1777,2.4998,1,31.63,0.0
871,13,"5,594,324.48",  0d 00:29:40.06,"1,239.6521","4,063.76",50.9651,2.5000,1,31.65,0.0
871,13,"5,594,329.48",  0d 00:29:45.06,"1,239.7212","4,063.93",48.5237,2.5000,1,31.54,0.0
871,13,"5,594,334.48",  0d 00:29:50.06,"1,239.7877","4,064.10",47.9133,2.5001,1,31.42,0.0
871,13,"5,594,339.48",  0d 00:29:55.06,"1,239.8525","4,064.26",45.8534,2.5000,1,31.44,0.0
871,13,"5,594,344.48",  0d 00:30:00.06,"1,239.9151","4,064.42",44.2512,2.5000,1,31.49,0.0
871,13,"5,594,349.48",  0d 00:30:05.06,"1,239.9760","4,064.57",43.6408,2.5000,1,31.42,0.0
871,13,"5,594,354.48",  0d 00:30:10.06,"1,240.0357","4,064.72",42.6490,2.4998,1,31.26,0.0
871,13,"5,594,359.48",  0d 00:30:15.06,"1,240.0941","4,064.86",41.8097,2.4998,1,31.21,0.0
871,13,"5,594,364.48",  0d 00:30:20.06,"1,240.1515","4,065.01",41.0468,2.5000,1,31.28,0.0
871,13,"5,594,369.48",  0d 00:30:25.06,"1,240.2083","4,065.15",39.8260,2.4998,1,31.26,0.0
871,13,"5,594,374.48",  0d 00:30:30.06,"1,240.2642","4,065.29",40.2075,2.4998,1,31.15,0.0
871,13,"5,594,379.48",  0d 00:30:35.06,"1,240.3197","4,065.43",39.5209,2.5000,1,31.05,0.0
871,13,"5,594,384.48",  0d 00:30:40.06,"1,240.3748","4,065.57",39.1394,2.5000,1,31.12,0.0
871,13,"5,594,389.48",  0d 00:30:45.06,"1,240.4299","4,065.70",39.2920,2.5000,1,31.13,0.0
871,13,"5,594,394.48",  0d 00:30:50.06,"1,240.4849","4,065.84",39.6735,2.5000,1,31.04,0.0
871,13,"5,594,399.48",  0d 00:30:55.06,"1,240.5401","4,065.98",39.8260,2.5000,1,30.91,0.0
871,13,"5,594,404.48",  0d 00:31:00.06,"1,240.5951","4,066.12",40.2075,2.4997,1,30.95,0.0
871,13,"5,594,409.48",  0d 00:31:05.06,"1,240.6503","4,066.25",39.8260,2.5001,1,31.00,0.0
871,13,"5,594,414.48",  0d 00:31:10.06,"1,240.7063","4,066.39",40.3601,2.4997,1,30.94,0.0
871,13,"5,594,419.48",  0d 00:31:15.06,"1,240.7624","4,066.53",40.2838,2.5000,1,30.79,0.0
871,13,"5,594,424.48",  0d 00:31:20.06,"1,240.8191","4,066.68",41.4282,2.5000,1,30.79,0.0
871,13,"5,594,429.48",  0d 00:31:25.06,"1,240.8762","4,066.82",41.3519,2.5001,1,30.86,0.0
871,13,"5,594,434.48",  0d 00:31:30.06,"1,240.9343","4,066.96",41.8097,2.5000,1,30.86,0.0
871,13,"5,594,439.48",  0d 00:31:35.06,"1,240.9931","4,067.11",41.8860,2.5000,1,30.73,0.0
871,13,"5,594,444.48",  0d 00:31:40.06,"1,241.0528","4,067.26",42.8779,2.4998,1,30.66,0.0
871,13,"5,594,449.48",  0d 00:31:45.06,"1,241.1132","4,067.41",43.6408,2.4998,1,30.73,0.0
